56	99	4.5249e+11	4.5251e+11
56	104	2.203e+11	2.2034e+11
56	104	2.3036e+11	2.3039e+11
56	104	3.1308e+11	3.1311e+11
56	104	4.5601e+11	4.5604e+11
56	104	6.7292e+11	6.7294e+11
56	104	6.7307e+11	6.7311e+11
56	104	6.7728e+11	6.773e+11
56	105	1.2887e+11	1.2889e+11
56	105	1.3053e+11	1.3055e+11
56	105	1.3284e+11	1.3286e+11
56	107	1.8651e+11	1.8656e+11
56	256	1.925e+11	1.9253e+11
56	256	4.1687e+11	4.1689e+11
56	257	3.1357e+11	3.1359e+11
56	258	2.2236e+11	2.2238e+11
56	258	5.7521e+11	5.7524e+11
56	261	2.3008e+11	2.3038e+11
56	261	3.1233e+11	3.1235e+11
56	261	3.1308e+11	3.131e+11
56	264	2.1694e+11	2.1698e+11
56	265	1.2677e+11	1.2679e+11
56	265	1.2999e+11	1.3002e+11
56	265	4.2324e+11	4.2326e+11
56	280	3.462e+11	3.4622e+11
56	280	3.4625e+11	3.4627e+11
56	280	6.7159e+11	6.7161e+11
56	290	1.2981e+11	1.2983e+11
56	290	3.8144e+11	3.8147e+11
56	290	4.5249e+11	4.5251e+11
56	292	2.2941e+11	2.301e+11
56	292	2.3036e+11	2.3038e+11
56	292	3.2625e+11	3.2627e+11
56	292	3.4227e+11	3.4229e+11
56	292	3.4542e+11	3.4545e+11
56	292	3.4567e+11	3.4569e+11
56	292	3.462e+11	3.4628e+11
82	99	6.8028e+11	6.8031e+11
82	104	1.5734e+11	1.5737e+11
82	107	1.6256e+11	1.6261e+11
82	253	1.5284e+11	1.5287e+11
82	253	1.5295e+11	1.5298e+11
82	253	1.53e+11	1.5304e+11
82	258	1.3126e+11	1.3128e+11
82	258	4.5625e+11	4.5628e+11
82	265	1.5467e+11	1.5469e+11
82	265	1.5617e+11	1.562e+11
82	265	3.8114e+11	3.8116e+11
82	265	5.5102e+11	5.5105e+11
82	269	7.7587e+11	7.759e+11
82	273	2.2589e+11	2.2591e+11
82	278	2.285e+11	2.2852e+11
82	278	3.2566e+11	3.2568e+11
82	278	5.6982e+11	5.6985e+11
82	281	1.1985e+11	1.1987e+11
82	281	1.5965e+11	1.5968e+11
82	281	3.7973e+11	3.7978e+11
82	290	4.5244e+11	4.5247e+11
82	292	3.7978e+11	3.798e+11
99	101	1.0002e+11	1.0004e+11
99	105	2.2502e+11	2.2507e+11
99	105	2.2508e+11	2.2514e+11
99	105	2.2538e+11	2.254e+11
99	106	1.8559e+11	1.8561e+11
99	109	2.2655e+11	2.267e+11
99	109	2.2673e+11	2.2676e+11
99	251	3.5754e+11	3.5756e+11
99	258	1.5941e+11	1.5944e+11
99	258	5.4107e+11	5.411e+11
99	264	2.3029e+11	2.3031e+11
99	265	9.8474e+10	9.8559e+10
99	265	2.3029e+11	2.3031e+11
99	265	4.5247e+11	4.525e+11
99	280	9.5672e+10	9.5695e+10
99	290	1.9359e+11	1.9364e+11
99	290	4.5247e+11	4.5251e+11
99	292	1.9086e+11	1.9088e+11
99	292	1.9093e+11	1.9097e+11
99	293	1.9084e+11	1.9097e+11
99	294	6.7419e+11	6.7422e+11
101	105	1.549e+11	1.55e+11
101	105	1.5507e+11	1.5509e+11
101	106	7.7282e+11	7.7284e+11
101	251	3.8257e+11	3.826e+11
101	253	1.9383e+11	1.9385e+11
101	258	1.5351e+11	1.5354e+11
101	258	1.9502e+11	1.9506e+11
101	265	9.9732e+10	9.9771e+10
101	265	6.7542e+11	6.7544e+11
101	278	1.5592e+11	1.5595e+11
101	281	1.8937e+11	1.8939e+11
101	290	1.9416e+11	1.9418e+11
101	294	7.7255e+11	7.7261e+11
101	294	7.7275e+11	7.7279e+11
101	294	7.7282e+11	7.7284e+11
101	294	7.734e+11	7.7342e+11
104	105	1.5642e+11	1.5644e+11
104	105	3.4227e+11	3.423e+11
104	107	1.6407e+11	1.6411e+11
104	109	1.554e+11	1.5543e+11
104	258	2.2586e+11	2.2589e+11
104	261	2.3036e+11	2.3039e+11
104	261	3.1307e+11	3.1311e+11
104	261	3.1356e+11	3.1358e+11
104	264	1.5619e+11	1.5641e+11
104	264	2.1838e+11	2.184e+11
104	264	2.2768e+11	2.2771e+11
104	264	2.3036e+11	2.3038e+11
104	265	6.7998e+11	6.8e+11
104	267	4.5601e+11	4.5604e+11
104	280	4.5601e+11	4.5604e+11
104	281	1.6004e+11	1.6007e+11
104	281	3.2201e+11	3.2203e+11
104	281	6.7168e+11	6.7171e+11
104	292	2.3036e+11	2.3038e+11
104	292	3.2556e+11	3.2558e+11
104	293	4.5601e+11	4.5604e+11
105	251	1.9355e+11	1.9365e+11
105	251	1.9451e+11	1.9455e+11
105	251	3.4621e+11	3.4623e+11
105	251	7.7143e+11	7.7145e+11
105	261	3.1048e+11	3.1051e+11
105	261	3.2655e+11	3.2657e+11
105	261	3.2941e+11	3.2943e+11
105	261	3.4227e+11	3.423e+11
105	261	3.4621e+11	3.4624e+11
105	261	7.7144e+11	7.7147e+11
105	264	1.214e+11	1.2142e+11
105	264	1.5584e+11	1.5587e+11
105	264	1.5667e+11	1.5669e+11
105	264	1.5671e+11	1.5673e+11
105	264	1.5678e+11	1.568e+11
105	264	1.903e+11	1.9034e+11
105	264	1.9035e+11	1.9037e+11
105	264	1.9107e+11	1.9109e+11
105	264	2.2031e+11	2.2034e+11
105	264	2.2087e+11	2.2089e+11
105	264	2.3036e+11	2.3038e+11
105	265	9.4118e+10	9.4146e+10
105	265	9.4773e+10	9.4795e+10
105	265	9.8902e+10	9.896e+10
105	265	1.5606e+11	1.5608e+11
105	265	3.1026e+11	3.1028e+11
105	265	3.1308e+11	3.1313e+11
105	265	3.2519e+11	3.2521e+11
105	265	3.2941e+11	3.2943e+11
105	265	3.4621e+11	3.4623e+11
105	265	3.4626e+11	3.4629e+11
105	272	3.4382e+11	3.4384e+11
105	272	3.4626e+11	3.4628e+11
105	281	9.3721e+10	9.3749e+10
105	281	9.5997e+10	9.6038e+10
105	281	1.2124e+11	1.2127e+11
105	281	1.2129e+11	1.2133e+11
105	281	1.255e+11	1.2552e+11
105	281	1.2618e+11	1.262e+11
105	281	1.2745e+11	1.2747e+11
105	281	1.5561e+11	1.5566e+11
105	281	1.5585e+11	1.5589e+11
105	281	1.5874e+11	1.5876e+11
105	281	1.5949e+11	1.5956e+11
105	281	1.8913e+11	1.8915e+11
105	281	1.9047e+11	1.9049e+11
105	281	2.202e+11	2.2026e+11
105	281	2.2038e+11	2.204e+11
105	281	2.2079e+11	2.2081e+11
105	281	2.2282e+11	2.2285e+11
105	281	2.2348e+11	2.235e+11
105	281	2.2394e+11	2.2404e+11
105	281	2.241e+11	2.2414e+11
105	281	2.2429e+11	2.2431e+11
105	281	3.4833e+11	3.4842e+11
105	281	3.4844e+11	3.4846e+11
105	281	6.7153e+11	6.7158e+11
105	281	6.7363e+11	6.7367e+11
105	285	1.5911e+11	1.5916e+11
105	285	1.5952e+11	1.5954e+11
105	292	1.9053e+11	1.9059e+11
105	292	2.3035e+11	2.3038e+11
105	292	3.1638e+11	3.164e+11
105	292	3.2204e+11	3.2206e+11
105	292	3.231e+11	3.2312e+11
105	292	3.2332e+11	3.2334e+11
105	293	1.9104e+11	1.9106e+11
105	294	8.0307e+11	8.031e+11
105	294	8.0312e+11	8.0314e+11
105	294	8.0459e+11	8.0461e+11
106	109	1.3011e+11	1.3013e+11
106	251	1.5566e+11	1.5568e+11
106	261	8.0961e+11	8.0963e+11
106	265	1.6078e+11	1.6081e+11
106	265	1.6133e+11	1.6135e+11
106	266	1.2395e+11	1.2397e+11
106	273	1.8679e+11	1.8682e+11
106	273	1.8687e+11	1.8697e+11
106	273	1.8703e+11	1.8707e+11
106	276	1.6169e+11	1.6171e+11
106	276	1.8873e+11	1.8878e+11
106	276	1.8886e+11	1.8889e+11
106	276	1.8891e+11	1.8893e+11
106	276	2.2394e+11	2.2397e+11
106	288	1.5291e+11	1.5294e+11
106	294	1.5297e+11	1.5299e+11
106	294	7.7344e+11	7.7346e+11
107	251	1.6308e+11	1.6314e+11
107	251	1.6328e+11	1.633e+11
107	251	1.6362e+11	1.6364e+11
107	251	1.6366e+11	1.637e+11
107	251	1.6379e+11	1.6383e+11
107	251	1.6398e+11	1.64e+11
107	258	1.6269e+11	1.6272e+11
107	264	9.4387e+10	9.4409e+10
107	280	1.8417e+11	1.8419e+11
107	281	1.8656e+11	1.8658e+11
107	294	9.4274e+10	9.4306e+10
108	109	5.3698e+11	5.37e+11
108	109	5.3871e+11	5.3873e+11
108	263	3.1049e+11	3.1051e+11
108	266	2.1583e+11	2.1585e+11
108	268	2.2731e+11	2.2734e+11
108	268	3.1371e+11	3.1373e+11
108	272	2.232e+11	2.2323e+11
108	280	3.4564e+11	3.4566e+11
108	280	3.4621e+11	3.4623e+11
108	280	3.4625e+11	3.4627e+11
108	280	3.4723e+11	3.4725e+11
108	280	4.5153e+11	4.5155e+11
108	280	4.5247e+11	4.5249e+11
108	280	4.5254e+11	4.5256e+11
108	280	4.5289e+11	4.5292e+11
108	280	4.5294e+11	4.5296e+11
108	280	4.533e+11	4.5332e+11
108	280	4.5335e+11	4.5337e+11
108	280	4.5353e+11	4.5355e+11
108	280	4.5418e+11	4.542e+11
108	280	4.5451e+11	4.5454e+11
108	280	4.546e+11	4.5463e+11
108	280	4.5501e+11	4.5503e+11
108	280	4.551e+11	4.5512e+11
108	280	4.5523e+11	4.5526e+11
108	280	4.5537e+11	4.5539e+11
108	280	4.5559e+11	4.5561e+11
108	280	4.557e+11	4.5573e+11
108	280	4.5664e+11	4.5667e+11
108	280	5.4043e+11	5.4046e+11
108	280	5.4051e+11	5.4053e+11
